wallet,abridge,amount
bc1pk6ygqcqcps5ddd7ancy7jnzrr8ame54ys9a80vvrcwgjkqxj3cas8q7spa,bc1p...7spa,6
bc1ph8p5x607lfuxy7zee5hhwttq74w6my07anrc0t0nwhsyqkkemj4stthz59,bc1p...hz59,6
bc1q8hvcq5p9q5kuds03et70cw4ech8jxh6cwjmzlt,bc1q...mzlt,6
bc1ph0n3jhgxn3nn7k2d09jw2vwzyfcmnx4nhwm5t75ed3z89jr6atrq73yaq3,bc1p...yaq3,6
bc1ptxnz06dhqj46ztt42q2kucufa2kk9acltlsm7jqcj64s2lucrsasm9mn39,bc1p...mn39,6
bc1pn0qum8nn22v6mm80yg04je4ly9023zlc690xkk0n675jrnm5fuwqw8rf34,bc1p...rf34,6
bc1q9gchrxwx7p0rfavr6j32gf0nd6e84vjjte23eeqky2t3nhnr2gxs2kpkrs,bc1q...pkrs,6
bc1p23vn855ryk3d320qxk9phamw5kgz9spdmqyq42suk4m34zqklaksmrt8jh,bc1p...t8jh,6
bc1ppuzdwxrpxkwu6ce0rr90sh8439aqj0tjl2aas70zm0cvpqt59rpqdp247u,bc1p...247u,6
bc1p30qmgfy7elay6hfx0rhm9x9vhpzql0hxx5erhpvhccqeu6y53vdq5tmcun,bc1p...mcun,6
bc1p5f6armwnjuwdcx8r6seypy006ue0qvvwjj6kkfld4wca7xfy8wzs2m36ul,bc1p...36ul,6
bc1p0qjskulf8jkxc90x0k4gegng59af4g9wc99g40w798qmtvsv26uqxqf9vs,bc1p...f9vs,6
bc1pm6rx0865l982nqzxalczmslhzqtle4ss4hkzag7a7tmnjsk3h0aqlkd8zl,bc1p...d8zl,6
bc1pjh66m93gcgtjaxxdkd27wcgqpfmjtg6vsu654fj9lh7hj86thd9qudvecj,bc1p...vecj,6
bc1p7yukkmmzsmddqljxf4rjasn6vze4trknpff5knsrm5k0jparce8qgmx7uw,bc1p...x7uw,6
bc1q0sqlsptrdphdl8qgu5whu6cmnaw2e4vgy5k75c,bc1q...k75c,6
bc1p9p7auehu73ulyrr0ltyuaywdul96re4v49f8muwxwj9vrxzgga7s2pcr7y,bc1p...cr7y,6
bc1plsp7f49nvugd8hf4ayadlxhmjwkc5jwmf8rhevphgawdq5cf0jysqpqw3q,bc1p...qw3q,6
bc1p04ncx46jkkj68xumtt4s5gv9w47xtzty7utdvenyjr9rt77rr79s9n84jx,bc1p...84jx,6
bc1pfsfrhq0m87svnwywxak2ya8sa5rhzhhekl58ma35p7m5t94y307q00ntkm,bc1p...ntkm,6
bc1prfq7pft425tzrdh64g0322dd6xf30j3wun7tqzy5clv49r07fjxsmd4smw,bc1p...4smw,6
bc1paw8hlk6aucjv9pluj5fdhtzlvg7qyeg2y8f6thw5vpxe8cf3kh4scyz2d2,bc1p...z2d2,6
bc1ppzjx2yjjy39857uqagt9vlye4u2h6p3yvklchuj3hu9weegq0fgsfd8efp,bc1p...8efp,6
bc1phpu5wlf9s6a3ryur5y92ayjwv4ykp937v3w2020djdlpdptnazcsrdd0pz,bc1p...d0pz,6
bc1pq470sm233nhcv8je87q633hqxxfpy5jwd5f2klh3luhfaedmeq0sj58tay,bc1p...8tay,6
bc1pffa9k6wqqmk5npcmgrqwpevq8jjwqryawspg6p7d32yqesttsc8sazd85d,bc1p...d85d,6
bc1p9gz0z8d9nyvemnhc608sdmph54dndyaypsnqnwl2ksh8d9ta9nrsyg2rn2,bc1p...2rn2,6
bc1pryve3acx4knrtqla3v2dgnw7p6cvadh4dx839s5fu220u7nkrlrqfhf0gm,bc1p...f0gm,6
bc1p8qnltwu8df3yveejq8ya89e3uc0u2e6fg5299e528zpaape95nsstpya38,bc1p...ya38,6
bc1p9ejq5jdn9xaemm4v24qn5rvrxjke56lqkcwn0f3ue35tmlzf2n2saaylxu,bc1p...ylxu,6
bc1pvv89f7g8wwkx4dpjh3v4hqa8gyf3dl8cxpamw9qwecgkwa3zn8ds4v99t9,bc1p...99t9,6
bc1pcfm4rv6z9qlmaycjf60x8xh3lttz9txt3jnh9p9eugssmv762s8stawekj,bc1p...wekj,6
bc1pnn0cr29sjqwl8248nwazzjwftkzpqz5q6tqp9qj7s5qkxu9zyjcqvwzg2s,bc1p...zg2s,6
bc1plemd8v749ls3hz2e4zcvu9d9rd208kn838q8n4q99v6djn2ks6qqkmqrpd,bc1p...qrpd,6
bc1pgrdxd2kxpq2h6aj5sm5tx5dkpwr6aje87nmf656x6evnwg99s8ys22mx2z,bc1p...mx2z,6
bc1py9kdfp04uhfgelud58t50pfj9j7dqy6rlkp5vg2vxeesqxxgdngqv77vpj,bc1p...7vpj,6
bc1p6h64tfmtmfax7p5atzh7829dkk7ujny8r05d2c92gsrsaykynvlsk0eqms,bc1p...eqms,6
bc1ppaeyvjyr028y5j697nlqsegnjcydyx3l27qmlqvpx2tkzepe2zks09rrv3,bc1p...rrv3,6
bc1p3smfjn8grwmvwsssnnkf6s0ajr9ud3krg6m34ac7pr7wkjmmtruss2yffp,bc1p...yffp,6
bc1pzdrh9n95k4m6yk0u3g8jy8axku9rjyjrvr3jmvt4dyfx9r7a6m3qu7fq3y,bc1p...fq3y,6
bc1pqy9spk780hzy5yd69rvcdxyste3d7dj37dt6897g2pwujgv0qfgs2etqyl,bc1p...tqyl,6
bc1ppwem69glaqz20luqf7uh7une0ugg8frfpa6nguewlc9jwgyug8ls2vtvvt,bc1p...tvvt,6
bc1pw50fx6s83t20he6qraqt3pp54j0nhfcucaztmg22kyvc7zharkvsvkp2ak,bc1p...p2ak,6
bc1qm4edy3ytcy886uc0lzs76znpcqzq5gam2lr30r,bc1q...r30r,6
bc1pcjy40r6cauuw3mhlc0q6ctaalv4deck2e4qs2w3ew2vyxn04ng9qy22zqy,bc1p...2zqy,6
bc1pw2886qrpcjxmeqg6ya0qhgnpr5pm5rgppdmxmn7k889crdqhw03sae9j2n,bc1p...9j2n,6
bc1pac9nplfdp8e8hfr9694g2fpyrdwagqv7828g8equ6rss6mkkp27saj4n6v,bc1p...4n6v,6
bc1pussjv2ytmsptq0l4yfws7secu675dc22fvxs25vv2aqc5f8dvgsqf6tfal,bc1p...tfal,6
bc1pkdzd33mkfarde3dvvzlac967uxu2l2tckewxxq6ghduea2xpeyysa2vp57,bc1p...vp57,6
bc1p8ulwa269cl893wklsxjddqhvhyv5vam80rneffmrreydq0mkw9vqfvcfdz,bc1p...cfdz,6
bc1puyasxv9xn37z25muhhwuccvpw2rumltd9mczavpkj3mrwmtdnn4smsr772,bc1p...r772,6
bc1p6d7q2mlh4cyssk2ww2fyfx27d5gxl9r3t4tuellunn53pe0u85fsrq4vx8,bc1p...4vx8,6
bc1ppkvtlx25lthtxgc9nvanft96aw9ctxqgujlfnwceaprfrhk6mdks6zh30c,bc1p...h30c,6
bc1pc74rqhm9dmxy99tkqugpnl9hwgwv3qhexspyufer0zhny3s4652seyjaep,bc1p...jaep,5
bc1pddcy5g9j76s4xs2ut5xx2tj8dnzdxr2uycda8et3jmvdhtvf968sswnccu,bc1p...nccu,5
bc1p336l9kmq3l7lpf36hyd8gqg4ezmrkk5csnzltra72gsyqxn5qs3sfn3ppk,bc1p...3ppk,5
bc1ppvggtr9w0yw2tvhh8znlv3qeqfjht89cult5qk4jssqvm6s6tlds34qkwx,bc1p...qkwx,5
bc1pl2rm5qdquawpg39eejk926kumpatwz3zmhcq5kdpznmjaqtpn9rqykxndv,bc1p...xndv,5
bc1pcqdkluj6npf5wmx48w3gp9cmt94f6pma64qgp4v3pmts7ldjk3wsqzz768,bc1p...z768,5
bc1q3a7g5crauer79nyya36ftxs3qg0e8yzgu97dgk,bc1q...7dgk,5
bc1qmg2xwxs5qzrxl5z46ts22r4wxag34a9tppu9tw,bc1q...u9tw,5
bc1ptnck2u0jvar6qw5pvqmz3hafmeu4slnmjmzu9326m3vpm47sua2q5hdny2,bc1p...dny2,5
bc1pv0kns2ms2ryy8vyk37uh8vp4vdc0hccnl2n8n7adm6sn4f5ktafs985hv6,bc1p...5hv6,5
bc1ppmy0zg2gyqgq7d8xhtes6fdsryjxyysrm7etu9maultqc954jzpqk86u9p,bc1p...6u9p,5
bc1pjmcsr0y278dt09ydag38tvuv7mhzyngv7npcsdrrxk3xysq57lfs9uhqm9,bc1p...hqm9,5
bc1pu9zm0rcl0nzdsqr2ed7cadakpw35n9kagh73nacx44hq22df07pqdqery3,bc1p...ery3,5
bc1q6dj4srrngaxt55pdvn35ujrnx8kzuxxlr3my89,bc1q...my89,5
bc1pxrqq0a3zcjmjjev0h4ynrjuu3r24fk7djdlh0ql0cmv609hw6x2s4vjr3m,bc1p...jr3m,5
bc1qm2ggcjshnmkqhk07gnu2u4wy3ash73r2khpd8h,bc1q...pd8h,5
bc1pn9lrv2r6c7923hk3q6ya6uuvf57dekpkp4jalde5sr3tt3sgynksm6p4kf,bc1p...p4kf,5
bc1phw40zfp4y03y9krhumwr5j0y500ys70xpycsz4x5u77x593mv8vqdzstr5,bc1p...str5,5
bc1p65924fqgsl2xhdvz98gmsgv0rz844tcf2cmxaymg84l0g6r6pkwsd9kv0x,bc1p...kv0x,5
bc1p732mr5qc3h78wlru7eeunh5aq7xyvztq67l7jf8d5xghcgvm2eqsjejrr8,bc1p...jrr8,5
bc1p4tlg0z6s799sp5l6nqc0uqd628r8j7cq2k9y7f3r5j63agduf2yscv9x0v,bc1p...9x0v,5
bc1phmkgwmn4syzm49xw0y6g85p0scextszn5fmsch9cjyfy2ajjmjcqem80zj,bc1p...80zj,5
bc1p3z9y2pcjr8xtqzyymnvqw06rm2mz4xt8kj6tz4djwwnwq0lmazwsefe2hn,bc1p...e2hn,5
bc1pf3kd8zmuhl28c65439pden02fzydc6hswmk3p63cr2z8t6evgqks6xvhm5,bc1p...vhm5,5
bc1prh42j6fv5ruvygvx6p6tdpq2nnqej7yz489e24ak3mjhrl4ezq8sjdefuz,bc1p...efuz,5
bc1pkutkth7e8pw5xkw6fag0uxll7u46x6wzwdpafu3jfnqf8e7pwmssg5gy54,bc1p...gy54,5
bc1pmtyvsx3lgretselxremgpguvhkhulgt3ehvhzvq3q42uzg5mzvjs2m64ah,bc1p...64ah,5
bc1pp4y090d2k7mtpv7pdeys06vwpj36suee8zuafapwjhfdem5q395shssjpu,bc1p...sjpu,5
bc1pwdjxgx50l3wyxaa9ev2aq0ntr7rd4q48hdc4gzrlzgupwcyepj8sss6k8a,bc1p...6k8a,5
bc1prjk876x7qdzkcnmqhguvkx7vv29vkn6da3u58gchh42enfnxywpsunvkts,bc1p...vkts,5
bc1p3940yl7q8hc7masfaef95v49vw4tnv9uvfksadh35w23t5stqkts0j9607,bc1p...9607,5
bc1peq6xmryupkq500qa09eqw79du3eh456gmwzcazf8rsaedsh6e6mqd65z70,bc1p...5z70,5
bc1pv5vjnewaeuhahfth0jcmnp95ffpelkd0yc3jt7djdzt9rlqwlmpsvuw7gf,bc1p...w7gf,5
bc1pvkmy8ks0aq83ymy563ldzkxytsf75k2qrs5lkcj0zg26unmeaw8q3gaddg,bc1p...addg,5
bc1pn8g7zuzmfku36z5cjzj50q89x2xu88se68vu93z4mq4yz6xljs9sgcejpp,bc1p...ejpp,5
bc1q38u6vshz7fl9aj6kl5y4zguhcq7na7uky9dk0g,bc1q...dk0g,5
bc1pjsxvs0vntju698ls5rfnlt5wvjeut799fwwr9a42jussfzy6s6dsp4qfjw,bc1p...qfjw,5
bc1p4pgjgtpfjy7qqxt3ry9fdp6lfxnujgdh8xy92pdm4vayahf3yupq2p7xe5,bc1p...7xe5,5
bc1qk6ct6wqn8kd20cagzkxzdn2uhfv8frsux9x993,bc1q...x993,5
bc1p2qh5aecy4ggne3lruta5qqpdnahwe6uf2f267ye84sajfa30v3aslq89h9,bc1p...89h9,5
bc1qc5cd94mq8juv953hqqqgefaqunuanqpk9t762d,bc1q...762d,5
bc1pfz8dp3pln9vv02yper40hpmf6fu47zpft9x5wj2hatcsm8p9pzlqee3cah,bc1p...3cah,5
bc1pq6ur0xdk3kvpla2fc38h2y8lpm6q055w3yc9xqjfm8j8dhy90kvqtnqv2t,bc1p...qv2t,5
bc1p05axk95k5q2exmw99vg6mntmkcdffnm26jc6lzyh5vg77drq9vqqe0ssrs,bc1p...ssrs,5
bc1phmlp29m6mgs04su9pvt2zpe4kkdkcnef77kvf72auex9ylqqj2rs758w8f,bc1p...8w8f,5
bc1p5vj5sn5qy7nhkxj9654pqmq7850kashfnyxc8jaum6z2h5s80d2qtt8djm,bc1p...8djm,5
bc1pvm85nx792mfgflle5p9c3s2xucw2c2qg524yynzkgng2amml0dqswuh9dl,bc1p...h9dl,5
bc1p7v79ns4734a3t84h74zexg0kchu7tqazgr0cg7dja707za6k7cdqn0u5yx,bc1p...u5yx,5
bc1p0qzklrddkhsenm8jxgpah752n0pwxec97nduxsynwmwk6nyentrscqy3ak,bc1p...y3ak,5
bc1qnwuls63v06s3xf9ddd5ud0k6fkxskxnfrfhm82,bc1q...hm82,5
bc1pa39qa9nn6x2wqdw97nx4chy8facx9ntnyll8de0t6aq35ew9x63q8y7cvl,bc1p...7cvl,5
bc1qus5d0j24a6z7g76w3vryc9572l7ajkhfqwaff2,bc1q...aff2,5
bc1p2chmtnaq6cga4ddtegdep2ds5sdw5knlzed4368jjvht2pr6vgpqu4wxc8,bc1p...wxc8,5
bc1pjn8dyglkqp4cxlwralp36p76hkplh72z4yndshwrd269nvmmdszqgxz924,bc1p...z924,5
bc1p02g52ql5lf95dr4xuask0tgfcmhxtp7s9x5py04d6us565vszh8sls8exg,bc1p...8exg,5
bc1p9lzfsh9ttggmuy9yrgpcezmsqgrlngz0kzs9x0yf4n2qutjl4wdqdcx2fm,bc1p...x2fm,5
bc1pf739d420q322pa5hqmsjl4lmps2s88zgp82fszd4hmxhnnr2r28qu9jexj,bc1p...jexj,5
bc1pr7rvl8lx9hegc0hmdz2pa8lx0fac8rcp3zey6uhfez5elhycax3s4rjrsl,bc1p...jrsl,5
bc1p50u07ehcf24ljluwstymlpltjxwnlytw7x523p65n9ya765ed3uqsug7dm,bc1p...g7dm,5
bc1p7g4qksjx58zl69r7w9de8rm0lguk3ql0x00nkwzsx98hyc5tdqfq4drhvv,bc1p...rhvv,5
bc1p6sgweqv6qfydp907tjfz5kwl0hqrct4ghp5rjt7l6cl26xszlzfqfsyw9e,bc1p...yw9e,5
bc1pfmvvcsde47ga79pf3s33v7thakfvcdhd8nte5a6vhfeudvz87mxqyyk3y9,bc1p...k3y9,5
bc1pwtdks37xydpd77cyk7sulpah5spk8n6actr2h8gw873zdl3wugssl3uk4y,bc1p...uk4y,5
bc1p2f3pylptt408zv9tx2gx90dfj830p4lnjqergppx4kahmry6ag2qml8j8c,bc1p...8j8c,5
bc1p04g04ra2tqlfxlfamv6p425ef7rejtpav36gheua988vsegzznjqg99h9m,bc1p...9h9m,5
bc1pk7xaj4c4f2fgzmy025tcl0zqfk9sfew35ueal6lqzmwqmx2dv9lsptykwp,bc1p...ykwp,5
bc1q7pjqslnv9hj5pur7pq94yp86qfu7derwqnlgu9,bc1q...lgu9,5
bc1pc36hvr3ywlzx2ndssn2sea3g2m94rn2qg0u33puf8xn3d0hl25dsh5frx9,bc1p...frx9,5
bc1p8erhwjvm3ndl504rv9tg7x57w42t3xj2gmlyvh2jtafjhu8w9htqanrcpa,bc1p...rcpa,5
bc1qqsv2srxdj7r7jkm4dnt5z3wl90r3n960ag8ycy,bc1q...8ycy,5
bc1pxsxlehgznsata4xxfhl798spqem0xrncgpwwunsurwz3wdslyxjs4txprq,bc1p...xprq,5
bc1pn6ahj432hwfkj9a5lryx27qrqu5u8k94s0c0cjt7s49nd2hz2zeqjth7zg,bc1p...h7zg,5
bc1pwz7957rawnu69cewh4hkclnqsvv77su98f0frtsze2rlt6fy3rqslpvyye,bc1p...vyye,5
bc1pp2wz0j3er6n36cydkyxpve7fp5t80adhpyndg00hnz0mfkmqg9fq6yhcty,bc1p...hcty,5
bc1pr3q6h0v9tzw3cgtey5uk2alw9qafe29ss96r4ycne4s65uq6l9rqcxcrhk,bc1p...crhk,5
bc1pv5a4tknug2lch9l2ud0glcpv773xaz6ef9u4hgeuuajv2wvgpcdsdfrh0e,bc1p...rh0e,5
bc1pyg3ss8yxeuvgur8xu473errdkne0k2cl2fczl3sct967fwcprpaqzejg35,bc1p...jg35,4
bc1p0sduva5qt976pvnxfsnz9ly03fy9q8pscsphmz6whm2z7raewz7s64fuj3,bc1p...fuj3,4
bc1p5we5qugmt9v4g4dlzg9mjsk3s2rl5qr386dfhqyfsfekfauutqqqa2vm5w,bc1p...vm5w,4
bc1psegqavshnyx5mx5298akmg5rq7lyc4mtanhx92xmhdhwpdx0txls8zqmzt,bc1p...qmzt,4
bc1pmnvu3qdlem5ne2nyzrpta96pt3vsy4emy8qkutt5m5kzrgtwpnjqcak42v,bc1p...k42v,4
bc1pgap6u37wj72dslztm4y5hqxw9dxyzxg7y5ytxsfueke0llp8w58sxslju7,bc1p...lju7,4
bc1pdedxcz4dm7fgv06pjc8uwwa59xe69fxm8ppykte38rhmc0463seqmgx4l3,bc1p...x4l3,4
bc1ph4f6832gmy0ad7jwj5h9x6utezzdz634tc9gfm2098eqjfg059mqaclk4q,bc1p...lk4q,4
bc1pwjkjpzwtm5uwqnmp7h052t9e98rwdkj88pp8n0sgm87wetq3u3ws6lqdsq,bc1p...qdsq,4
bc1ptpd0u23nj7xzpgg6fj8jrxju8l4mgmf5fn00exkfen7lylf0j6fqptc6u2,bc1p...c6u2,4
bc1p67ffjrz7zyc7dzlcq8slqf4w7ntdectllxgf2fn2srdljlvj28hs9wzq8d,bc1p...zq8d,4
bc1p2nejecgpcr0h22w4pt0vyjf2ysja32hu5x6r6kyjs9c4q44lma5qdgsasn,bc1p...sasn,4
bc1p8njnh9h4x6qe4twgdcqhn9jaqve8u4s88pxnfeq95vgl20lmysdqh09p8l,bc1p...9p8l,4
bc1p2wy358dmarn77x4934lvpl68579h2lmly77zmlq0ed0k6c8dzq9sxj02w7,bc1p...02w7,4
bc1pl4wutfqn4tfwfega6n3w9rst2tp6av4x8l2fn8fu03f2eg7khgeqrjjzh7,bc1p...jzh7,4
bc1p8r4khm94dke85nnz3cnk9ys2y7umvajvejpuj2nv4caavc6veals3faxf2,bc1p...axf2,4
bc1pzadrle9xn59y44kserlh9e0dwtvyxgxuf2ffmf3p2lhu335r4znqkepp9s,bc1p...pp9s,4
bc1peyup46l69skk8nmy7wymc8tp3qhzguwe4qcwpu7e934n9drm3gssm8env8,bc1p...env8,4
bc1p4rk8e38vk8t9hkcd5jmkkp69dqc79wgfpz0pdal0kjyesny7h68s559zkr,bc1p...9zkr,4
bc1ph0zxtehse4d9vtn76227lq6jx3dzhlvfw7032ecsrxzva8h9330speutsf,bc1p...utsf,4
bc1pk2w30lh3uqsz0tyryxx7xxfzdmvkctas7l8rwkzvg0c0su6kmnhsxeh2xn,bc1p...h2xn,4
bc1qzvfkhhqew69qwu5e579yk805pzrtpgdseylq7f2wfntwph0uamaq230ywc,bc1q...0ywc,4
bc1pzegx0mwz4mrkg7ezn5pyhsmppu5asap2zw6ldr7gzrqjar0d3sds27rvjh,bc1p...rvjh,4
bc1plkt2qzzrc0gxqkam2xaxftk5pxaq2tcw5k2a6y92zyggvxhx8cwsrrv4sj,bc1p...v4sj,4
bc1pap0pdy545fn4cwk247032ymczvu42xh6l70qsy07e4weyrpxphnq3wukra,bc1p...ukra,4
bc1p9ek9jqpc4e3dvuaxagyshw8zz3qdnjd4y5y28f0ggm9mckf82edq9vmc2h,bc1p...mc2h,4
bc1pgxxex9rj0l8n2f74crfynxl4puycghrzea2njfvf5c6qwvn5rajsr03l9r,bc1p...3l9r,4
bc1pax2tyja6htcngkjsrkxwpszcuh86gg26mdpf0egqed7ytp70jyds02xwcx,bc1p...xwcx,4
bc1q5v779q6hwkwraqueajyzlldss0mxdfl8glm99s,bc1q...m99s,4
bc1p0tjwm5utjce062jpta08mvgykc7nfjsk7qmml6lemd5hd0jfvuzs4s8nhg,bc1p...8nhg,4
bc1qjzq9twkcnedd6nuwsmq7fv5w2wfmgyexjn9caj,bc1q...9caj,4
bc1pkpj4zsh6k9ry2nddtc4l6ys8nh48xdamh7ss9mt6ugegatuf0evsewdsg0,bc1p...dsg0,4
bc1pjnyazawdwvwrjfd3qdr4709059a2yyvjycyzqs8r26v6a2kn2etqvg0ggm,bc1p...0ggm,4
bc1qjx6wvtnld32cjnn3ks2m64s45sg5mf3ysyx3qa,bc1q...x3qa,4
bc1pyha3h3dxcvm5e3a6jx3zxtvzq6eyn5lxn9r8ak9lqnecmaz7cyhq0ud82u,bc1p...d82u,4
bc1pmq002jepv746c3lvwwe9y7e5yqdj3rkc5ftglncctp90ls3mdkxqrwvth0,bc1p...vth0,4
bc1p4a72j9j6xmgkep96yaskrln3lgs97lpjcfxggzk7y7e4t8n9fx3s2tyz32,bc1p...yz32,4
bc1pphjakns7nak9qyd3u4wast5azxqqvc0wxqtkyd7hgthdjrpt4grqp2w6nd,bc1p...w6nd,4
bc1p6yps58zdrcms5uck8feyjeepyypmdnsyh0mmts257j4ttclcj0rsd8k022,bc1p...k022,4
bc1pkfaxmnw9fwnn542h97tzpan7hlj5ze4grum2yrpyn3djvqytsj7sgmdeek,bc1p...deek,4
bc1pjmkh6qw0hvegaz7ymagqwadkmzzrla5qxgug4nn342azztphpjcq9nyj5w,bc1p...yj5w,4
bc1qlqd4nfkxf83hqsd7rekaj3msx4nhkff293r8kz,bc1q...r8kz,4
bc1pjjlgzpeppctgnyfscrzuudx4xze2cd9ysfaxkygafe4kncpnygsqvkex69,bc1p...ex69,4
bc1p6sjj3jag46yxr9yuscts7z2ha8w960pu8c5zccqel9nkw22mt87srcurfs,bc1p...urfs,4
bc1q85htlwgcjdvvwcfp9mrerplgsdq86r2v8wmdws,bc1q...mdws,4
bc1p8yreyh65xesxchxf2rtvwwy7lpwqldve45z0nfjweemlpsql6hxqkdvpg9,bc1p...vpg9,4
bc1plm7julal7ptsupe58suga5xwvhuln8syywz9nwmwhgxgp0el7n3stehljg,bc1p...hljg,4
bc1pxdq04z8yfhwkkvctg6g0jm8ymg3sx28q46fmqx2j9z6pg6hndmeq8tkfhc,bc1p...kfhc,4
bc1p9ekwvq8ej2e8p36u747573yy9ze3yekcgy0yag4gxzrskrvsdrasm5esc2,bc1p...esc2,4
bc1php5ew4mzxr0z8947rljv0tpvy6xy906nnhhmmlepujss7jm6g9hspe2xpj,bc1p...2xpj,4
bc1pg3ptvsfy8e3j8shyeu2x4w00gjn88cm48slw96h480mvmae29sfskhjutp,bc1p...jutp,4
bc1pw527w9elelkwklegs8sg69dmtaaehjl5m784u8vr6c3kvuau38gs2ap6nk,bc1p...p6nk,4
bc1p3qnymyph7wzvt8tzwg77ww7c3u38hmfmh2xfxnfn7urxjetq9d5qyjnray,bc1p...nray,4
bc1pc0d47lt9r509j8nsqrx96d530ar0qwghnsm9gess3ldq3v9w8h2skv5v33,bc1p...5v33,4
bc1pxv27gk5y7jpwamewnydmfpqcqyezx852c5nn5ew0n0t6ggsmllgsngdxsu,bc1p...dxsu,4
bc1pz2qf49uy35hhj6kayc7czg7ethnq8lsahrdtulp7v2927nt6h6qqehrtlx,bc1p...rtlx,4
bc1qyawgjgfer5lns7pc77r2dk5qern4jf56c5uly6,bc1q...uly6,4
bc1p8ka6etkz0en33c7djxt4lvys2jm7wx6pc5vc4cdpheqe5ym6fweqrqk28l,bc1p...k28l,4
bc1q6hfws3k9g399j7l0djxjgnl70fg9mkywqd080j,bc1q...080j,4
bc1pe2w7dypzquqtn8qcgm05v7pjjgnne3z3n6t743myxr87073hzahqnug67x,bc1p...g67x,4
bc1pnsp0kv90xmqpxp2zzete6u374p8yqhm29zjcsdw9s2xvw27uysssxfk325,bc1p...k325,4
bc1p8yja396nc35kmgveful86xh26pgmzrxzm7gyd9plhcnrh8x8xq3q37p80s,bc1p...p80s,4
bc1pa2e9qqyn29gcrdaa2zdhhmsa4e528rg5kz3dgaww5szet0wxrf0qe0y5c5,bc1p...y5c5,4
bc1pchkqcam5ajyeynxwwat2l86jjhaxf82r4adh5j4r095jlma4yjzspjwexc,bc1p...wexc,4
bc1pxddhf858let4rnehmattf4gt925st6r067x5sas5qkxeyksnntmszkgr6x,bc1p...gr6x,4
bc1plarn8dfccaq4lfes0lmzxvdl22dlqyn2avyz28lwagetgfz9qc3sem0w6w,bc1p...0w6w,4
bc1pg95hedhcnrv9gu595n7ysy4apu6c0cz9vrs08dxd59p7kn5zyv0s6zdv0p,bc1p...dv0p,4
bc1px5n34a68xj7hngl9x64jre329u03cxmuhhklr3mznl90nquzdusq0v08r5,bc1p...08r5,4
bc1q8g0te2pppz352qw939cqww7tzrs3kdr0s5cu3a,bc1q...cu3a,4
bc1pnjnuryf5zewx6wjm6g7wdsr3l2sjgm7nftgu4wm27wk278ex4v5svv3uup,bc1p...3uup,4
bc1pjpyl4r2c76xppuxtvye60a5hcjnqvaxnxatxc96kaa5dtrthzlrstn3k8p,bc1p...3k8p,4
bc1pxf375zmy24jx23yum3p4n4fhs7dynxnlz5ftlkc8u2pc2nkv4luqd83r8c,bc1p...3r8c,4
bc1qlvu9qcup8jt55s4q79arsqhgmvt5xmdzmwvf48,bc1q...vf48,4
bc1pncrwd9jrzyl5uhzrn79xm8ztjn06unr0pkydctg62egac4xtxf5q8tfgr5,bc1p...fgr5,4
bc1p7r2u5y46xgn4px93fk6r40sgh6nevpwdn2utytq304nkp8xnntcqv9dy9d,bc1p...dy9d,4
bc1pvmqljl05dwr9v8tvx3f6exa260cgcn0kxfs0tjmkhh3jcw4yev5q4sstu6,bc1p...stu6,4
bc1padm93407q58020f2j4jeu8chg8w52uehcf2qzxf5y97lnfr6dtlsvf29p2,bc1p...29p2,4
bc1plswgq8ut7swhujffmjwyc2tjmrwjzum3rwt95mjd8yfa9zzhyr8qgjgp9x,bc1p...gp9x,4
bc1pv0ghtn82gq7eyrhyyrw6609gtn4s56g6gxj9nuqfxu4l45p0uaksj8k4ps,bc1p...k4ps,4
bc1puf9qqffv02wyu8zzmt3w65u3qnqy5c75uf6sxc88x6jd2f900gwsg8z50l,bc1p...z50l,4
bc1pc2w7527ynkmjt9vu6w70qk5zq8qcy74pdf58u4ynuytkv5unkqdqa3kkfd,bc1p...kkfd,4
bc1plgmfdsq588zz94mc4qr4e09xl6znz456hy5jshky50cyzrz9y8nqvyctd2,bc1p...ctd2,4
bc1p3a7rnrwyduhaxx792j4hcnff6dj0l0xaxxtme2lvt5m6xjxqxzrscg4ver,bc1p...4ver,4
bc1pq95zzjsjaz53vlry9yl309ksl0a7qf9ju534eqtpwncxwep3c9vs50vnd7,bc1p...vnd7,4
bc1pagju580a6qxjusgnfexwqhcmn3sd9q82pnec74h6s9q0grjz0egstleaq2,bc1p...eaq2,4
bc1p2syjymdzmy833ka3phqe66qpukxty2w04stytuezjga2xy5w8l8scxeugs,bc1p...eugs,4
bc1p38aumgpcanyh6upxdw5w6c74krn6ywa34xrn3c8w56q3ecmwq2rsy6cv4q,bc1p...cv4q,4
bc1p8ag8a7z6llg4yzzeuzgv25qzras52ryg22xycerjd2jvrrq5x6es9dcf05,bc1p...cf05,4
bc1p2k9ny43klvglnrgpg5fkdftv2zfkygy6havyerdcxu3me787pg7sm04xmt,bc1p...4xmt,4
bc1p4yqqgnl3ujztaedhja4rltjg4uwlcgugt9f9ha2dmg8j4tmk6rkspf8pwl,bc1p...8pwl,4
bc1pu3zqee8t88apnsepvv9f0305nk48aq4kp5nu6udk2amuc3e5ywssndsqvj,bc1p...sqvj,4
bc1ph8dsykgcwpy7mrk5pmwhy3jz24d8h8uasu83873jde0etlnluafqkjmc4k,bc1p...mc4k,4
